Manufacturer,Model,Price,Car Transmission,Power (BHP) of the car,Engine size in CC,Type of fuel,Number of male owners,Number of female owners,Gender unclassified,Total number of owners
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,9373,9373,298,10693
Toyota,Camry,30.01,3.2,115.47,2245.6,petrol,8417,8417,551,10686
Audi,100,37.33,4.76,101.12,2349.08,petrol,8457,8457,476,10591
Volvo,C70,52.2,5.31,126.5,2323.94,petrol,7055,7055,561,10459
Kia,Carens,31.2,6.0,105.88,1755.75,petrol,7250,7250,252,10329
Kia,Sorento,36.01,6.0,151.67,2048.67,petrol,7589,7589,242,10171
Peugeot,Partner,20.36,5.86,82.25,1534.39,diesel,6678,6678,372,10039
Daewoo,Leganza,23.24,4.5,98.0,1998.0,petrol,7369,7369,452,9762
Mazda,Demio,14.78,4.8,51.4,1428.4,petrol,4309,4309,482,9432
BMW,Z4,64.11,6.75,202.12,2778.0,petrol,5878,5878,667,9408
Mitsubishi,Lancer,23.02,4.73,90.88,1709.54,petrol,6778,6778,348,9367
Suzuki,Liana,18.88,4.67,74.0,1523.33,petrol,5927,5927,526,9195
Fiat,Ulysse,36.7,4.88,91.75,2019.75,petrol,6292,6292,437,9146
Daihatsu,Terios,26.2,4.62,77.0,1495.0,petrol,4340,4340,419,9142
Daewoo,Espero,16.8,4.5,71.0,1764.0,petrol,6718,6718,404,9135
Renault,21,20.35,4.79,67.68,1996.68,petrol,6647,6647,405,8857
Mazda,Premacy,23.22,4.91,82.0,1938.0,petrol,5635,5635,380,8823
Smart,City-coupe,13.21,6.0,35.8,679.0,petrol,4003,4003,515,8722
Mazda,MX-3,22.13,5.0,83.0,1721.5,petrol,4525,4525,495,8537
Mazda,2,21.6,6.0,64.62,1496.0,petrol,4171,4171,320,8463
Lotus,Elise,53.79,6.0,134.33,1730.0,petrol,7220,7220,340,8396
Peugeot,806,29.57,5.0,84.0,1997.14,diesel,5737,5737,459,8375
Toyota,Picnic,25.3,4.5,94.0,1998.0,petrol,5256,5256,598,8328
Renault,Modus,17.82,4.67,70.33,1298.67,petrol,4154,4154,352,8256
Kia,Shuma,15.16,4.67,75.0,1594.0,petrol,5566,5566,332,8189
BMW,X3,76.59,8.0,184.0,2396.4,petrol,4726,4726,439,8012
Hyundai,Trajet,30.35,4.4,99.0,2117.6,petrol,5225,5225,257,7905
Fiat,Doblo,25.17,5.52,79.31,1523.74,diesel,5617,5617,232,7824
Volkswagen,Vento,18.17,4.69,70.31,1932.15,petrol,5577,5577,357,7817
Daihatsu,Sirion,14.33,4.56,59.88,1183.25,petrol,3184,3184,364,7674
Volvo,960,40.76,4.33,133.33,2634.22,petrol,5440,5440,375,6891
Rover,CityRover,11.74,5.0,63.0,1405.0,petrol,3106,3106,303,6802
Hyundai,Sonata,31.74,4.83,119.67,2116.0,petrol,5043,5043,272,6537
Volvo,S70,36.91,4.5,126.15,2344.0,petrol,5342,5342,320,6516
Mazda,Xedos,28.96,4.4,100.8,1936.6,petrol,4947,4947,375,6507
Mazda,121,13.19,5.0,51.33,1431.33,petrol,2557,2557,327,6434
Audi,Coupe,35.87,5.59,117.02,1980.63,petrol,5271,5271,236,6368
Rover,Streetwise,20.74,5.0,75.0,1695.0,petrol,3322,3322,242,6366
Land-Rover,Defender,108.75,7.85,207.61,2304.98,diesel,4863,4863,340,6207
Porsche,944,59.49,5.0,137.5,2734.5,petrol,5227,5227,236,6200
Toyota,Supra,81.3,8.0,250.0,2998.0,petrol,5306,5306,198,6156
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,petrol,5050,5050,237,6015
Ford,Capri,11.71,4.0,69.0,1864.8,petrol,5006,5006,124,5904
Honda,S2000,55.25,6.0,177.0,1997.0,petrol,4287,4287,336,5900
Kia,Mentor,14.76,4.67,75.0,1594.0,petrol,3663,3663,260,5864
Audi,A8,116.54,8.0,230.0,2981.0,petrol,5138,5138,266,5795
Volvo,V50,36.52,5.18,113.35,2106.5,petrol,3855,3855,353,5550
Subaru,Justy,11.74,5.0,51.0,998.0,petrol,2484,2484,426,5504
Porsche,Cayenne,158.98,8.0,326.0,3295.0,petrol,4082,4082,236,5447
Volkswagen,Jetta,31.31,6.26,96.93,1587.22,petrol,3909,3909,232,5411
Audi,Cabriolet,43.97,4.5,98.0,2309.0,petrol,3314,3314,301,5338
Nissan,Patrol,38.48,4.88,90.94,2953.59,diesel,4271,4271,181,5335
BMW,640i,114.88,8.0,235.0,2979.0,petrol,4443,4443,212,5289
Citroen,C8,45.59,5.25,104.17,2027.83,petrol,3446,3446,222,5288
Alfa-Romeo,146,18.2,5.0,87.71,1696.43,petrol,3703,3703,290,5282
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,4519,4519,194,5227
Renault,Safrane,31.79,4.57,104.14,2211.07,petrol,4032,4032,252,5079
Peugeot,807,45.76,5.31,109.08,2053.0,diesel,3275,3275,271,5042
Volkswagen,Scirocco,33.71,6.15,120.15,1750.62,petrol,3833,3833,213,5030
Hyundai,Elantra,19.06,4.6,89.2,1827.8,petrol,3739,3739,147,4965
Skoda,Superb,39.72,6.8,110.0,1592.0,petrol,4177,4177,238,4935
Smart,Roadster-coupe,24.35,6.0,60.0,698.0,petrol,2841,2841,248,4794
Volkswagen,Touareg,94.1,8.0,190.0,2967.0,diesel,3449,3449,201,4778
Hyundai,Tucson,41.59,6.46,111.31,1624.77,petrol,3144,3144,96,4672
Citroen,XM,36.36,4.55,110.5,2345.1,petrol,3791,3791,191,4498
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,petrol,2961,2961,260,4458
Fiat,Tempra,17.92,4.19,64.48,1759.19,petrol,3204,3204,190,4356
Peugeot,607,48.1,5.11,117.79,2315.0,petrol,3587,3587,166,4240
Audi,S3,60.87,6.75,228.0,1984.0,petrol,3380,3380,182,4235
Nissan,Maxima,34.1,4.57,121.86,2555.29,petrol,3454,3454,212,4231
Nissan,Prairie,21.41,4.5,72.0,1974.0,petrol,2817,2817,217,4070
Honda,Shuttle,30.08,4.0,110.0,2254.0,petrol,2643,2643,289,3991
Nissan,350Z,55.42,6.0,221.0,3498.0,petrol,3265,3265,161,3911
Honda,Stream,27.94,5.0,103.5,1833.0,petrol,2338,2338,264,3832
Toyota,Hilux,46.6,6.0,110.0,2393.0,diesel,3030,3030,146,3772
Alfa-Romeo,145,17.43,5.0,87.71,1696.43,petrol,2477,2477,188,3623
Mercedes,Viano,57.23,5.23,120.43,2309.34,diesel,2545,2545,222,3559
Mazda,MX-6,30.93,4.67,110.33,2328.33,petrol,2482,2482,168,3445
Honda,Legend,69.4,5.0,173.0,3358.67,petrol,2813,2813,188,3417
Seat,Altea,27.13,5.77,96.05,1774.78,diesel,2009,2009,479,3386
Volvo,XC70,58.47,6.44,148.52,2174.04,diesel,2484,2484,249,3367
Peugeot,107,11.14,5.0,50.0,998.0,petrol,1035,1035,107,3179
Honda,FR-V,33.13,5.29,103.0,1914.71,petrol,1873,1873,147,3098
Chevrolet,Matiz,9.49,4.91,40.82,850.27,petrol,1250,1250,173,3083
Audi,S4,95.3,6.33,253.67,3764.33,petrol,2551,2551,123,3051
Bentley,Continental,285.25,7.2,428.2,5577.8,petrol,2710,2710,101,3013
Suzuki,SJ,8.47,4.6,41.4,1182.4,petrol,2275,2275,104,2973
BMW,M550i,134.79,8.0,390.0,4395.0,petrol,2566,2566,106,2816
Ssangyong,Musso,38.79,4.43,98.57,2755.57,diesel,2132,2132,106,2741
Hyundai,Terracan,44.63,4.33,127.67,3100.33,diesel,2070,2070,53,2617
Chevrolet,Kalos,14.22,4.73,64.45,1353.36,petrol,1364,1364,148,2565
Honda,Integra,17.53,4.6,78.4,1549.8,petrol,1946,1946,89,2547
Audi,90,28.38,4.6,91.6,2181.2,petrol,2025,2025,91,2525
Aston-Martin,DB7,158.82,4.5,250.0,3228.0,petrol,2138,2138,99,2423
Alfa-Romeo,166,43.89,5.67,130.56,2457.56,petrol,2013,2013,125,2407
Kia,Magentis,28.8,4.8,111.2,2126.8,petrol,1949,1949,60,2350
Fiat,Idea,20.31,5.35,63.29,1344.82,diesel,1304,1304,69,2339
Smart,Fortwo,19.97,2.81,55.38,592.56,automatic,1138,1138,125,2324
Mazda,Tribute,38.02,4.5,129.5,2614.0,petrol,1501,1501,93,2308
Alfa-Romeo,155,23.91,5.0,100.67,2016.78,petrol,1876,1876,96,2279
Honda,Logo,13.38,2.5,48.0,1343.0,petrol,720,720,120,2217
Chrysler,Crossfire,56.16,5.5,174.33,3199.0,petrol,1542,1542,103,2214
Toyota,Paseo,15.76,5.0,66.0,1497.0,petrol,1035,1035,123,2153
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,1285,1285,106,2062
Renault,25,22.35,4.22,80.93,1977.26,petrol,1662,1662,80,2053
Hyundai,Pony,10.32,4.14,54.36,1463.86,petrol,1171,1171,79,2004
Suzuki,Samurai,12.25,5.0,43.0,1325.0,petrol,1359,1359,76,1992
Kia,Cerato,19.9,4.8,94.0,1742.6,petrol,1390,1390,31,1904
Mitsubishi,Outlander,37.45,2.61,120.33,2085.06,petrol,1302,1302,73,1904
Mercedes,Vaneo,28.97,5.0,72.62,1707.12,petrol,1139,1139,113,1868
Toyota,Aygo,15.21,5.0,53.0,998.0,petrol,640,640,143,1824
Mitsubishi,Pajero,45.78,4.81,106.3,2768.51,diesel,1414,1414,82,1810
Alfa-Romeo,GT,37.35,5.38,121.06,1972.81,petrol,1393,1393,74,1803
Peugeot,605,35.26,4.73,104.64,2367.18,petrol,1429,1429,74,1767
Daihatsu,Move,12.92,4.0,43.0,989.0,petrol,724,724,107,1724
BMW,850i,111.99,5.0,220.0,4988.0,petrol,1464,1464,65,1681
Honda,CRX,28.74,4.67,100.67,1590.0,petrol,1040,1040,82,1665
Chevrolet,Lacetti,18.76,4.71,80.43,1612.93,petrol,1133,1133,109,1658
Porsche,928,110.1,5.0,235.0,4957.0,petrol,1462,1462,78,1651
Alfa-Romeo,164,38.4,4.75,131.0,2652.38,petrol,1386,1386,76,1626
Porsche,Carrera,646.6,6.0,450.0,5733.0,petrol,1428,1428,60,1624
Ssangyong,Rexton,54.27,5.67,114.0,1998.0,diesel,1144,1144,47,1534
Renault,11,11.63,4.43,47.14,1477.0,petrol,1031,1031,48,1532
Peugeot,505,20.66,4.96,67.0,2234.26,petrol,1081,1081,92,1467
Fiat,Barchetta,28.3,5.0,96.0,1747.0,petrol,963,963,90,1430
Aston-Martin,DB9,273.76,6.0,381.0,5935.0,petrol,1245,1245,33,1358
Mazda,MPV,35.3,5.0,102.0,2129.0,petrol,841,841,63,1337
Seat,Marbella,6.49,5.0,30.0,903.0,petrol,646,646,59,1330
Lotus,Esprit,93.42,5.0,233.0,2995.0,petrol,1243,1243,38,1321
Triumph,TR7,13.14,5.0,93.5,1998.0,petrol,1064,1064,53,1260
Citroen,C1,13.49,5.0,52.38,1028.92,petrol,483,483,34,1241
Opel,Zafira,35.27,6.0,112.07,1574.43,petrol,757,757,109,1238
Triumph,Acclaim,6.05,4.33,52.0,1335.0,petrol,810,810,35,1228
Ferrari,360,200.2,6.0,294.0,3586.0,petrol,1071,1071,43,1169
TVR,Tuscan,107.7,5.0,274.0,3800.5,petrol,1043,1043,31,1155
Audi,Quattro,61.24,5.0,147.0,2144.0,petrol,1002,1002,42,1142
Nissan,Pathfinder,60.96,5.5,146.0,2588.6,diesel,778,778,127,1138
Mazda,5,22.13,5.5,75.09,1622.68,petrol,652,652,37,1085
Renault,Vel,51.64,5.38,126.5,2376.75,petrol,872,872,49,1074
Mercedes,B,41.39,7.29,105.71,1545.43,diesel,601,601,52,1035
Suzuki,X-90,16.64,4.5,71.0,1590.0,petrol,322,322,54,1006
Lada,Samara,10.92,5.0,49.8,1372.4,petrol,773,773,19,1004
Ford,Fiesta,18.53,5.71,68.57,1166.14,petrol,568761,568761,51273,1245725
Ford,Escort,16.21,4.46,63.56,1650.21,petrol,524392,524392,31295,797163
Ford,Mondeo,39.97,1.75,130.25,1998.5,petrol,594469,594469,26372,759309
Volkswagen,Golf,31.24,6.16,89.46,1537.41,petrol,379260,379260,38948,660146
Renault,Clio,22.1,5.62,75.58,1219.65,petrol,256964,256964,29155,653611
Ford,Focus,30.62,5.97,94.03,1497.17,petrol,373008,373008,21230,584235
Nissan,Micra,20.38,4.87,67.96,1279.7,petrol,201479,201479,29555,559725
BMW,320i,47.85,6.44,126.11,1995.78,petrol,348430,348430,25689,497458
Volkswagen,Polo,18.19,5.07,60.96,1408.06,petrol,185258,185258,28941,473413
Renault,Megane,26.45,5.41,87.31,1623.79,petrol,251947,251947,20606,447623
Peugeot,206,20.03,4.83,71.33,1631.5,petrol,160059,160059,19704,445779
Rover,2000,17.18,5.0,74.0,1994.0,petrol,256804,256804,18092,416370
Peugeot,306,18.64,4.84,67.0,1698.64,petrol,213123,213123,16562,358588
Honda,Civic,29.94,4.5,106.22,1480.58,petrol,210403,210403,19278,356698
Ford,Ka+,15.46,5.0,60.8,1196.0,petrol,88606,88606,15869,339017
Peugeot,106,12.36,4.65,53.88,1366.29,petrol,123975,123975,14762,316667
Renault,Laguna,34.02,5.55,99.0,1920.03,diesel,175187,175187,9436,232649
Toyota,Corolla,27.24,3.03,91.61,1677.95,petrol,131586,131586,13551,226167
Citroen,Saxo,12.33,4.82,53.82,1367.27,petrol,93107,93107,8385,218389
Citroen,Xsara,22.36,4.88,72.58,1743.44,petrol,133618,133618,7120,208811
Peugeot,406,28.61,4.76,92.82,2043.82,petrol,164675,164675,9109,208276
Volkswagen,Passat,46.06,6.49,125.44,1835.85,petrol,149432,149432,10423,194716
Nissan,Primera,26.51,4.02,93.59,1933.02,petrol,142077,142077,9196,189402
Mercedes,CLA,46.53,7.04,131.6,1596.92,petrol,131397,131397,11166,182304
Nissan,Almera,22.78,4.92,81.67,1847.67,petrol,106564,106564,7634,174094
Toyota,Yaris,20.72,3.52,74.4,1397.8,petrol,57983,57983,12984,163753
BMW,535i,93.71,8.0,225.0,2979.0,petrol,132210,132210,7797,161243
Audi,A4,57.93,6.16,149.71,2283.11,petrol,115546,115546,7796,153809
Land-Rover,Discovery,107.45,8.0,182.57,2425.43,diesel,115975,115975,6169,153691
Honda,Accord,39.4,5.78,117.71,2151.65,petrol,108082,108082,8171,140907
Peugeot,307,27.46,4.87,86.45,1723.0,petrol,78234,78234,4961,136520
Peugeot,205,13.12,4.75,50.88,1430.75,petrol,70621,70621,6595,131936
Land-Rover,Freelander,43.86,5.29,105.17,2083.52,diesel,73527,73527,5721,121310
Peugeot,405,20.43,4.79,69.88,1773.0,petrol,87195,87195,4501,113358
Toyota,Carina,17.45,4.69,68.27,1791.23,petrol,83460,83460,6650,113102
Toyota,Avensis,37.32,4.32,103.68,1873.26,petrol,85695,85695,6152,112240
Mercedes,E,78.07,7.67,192.4,2598.82,petrol,87523,87523,6806,109788
Ford,Sierra,18.3,4.88,70.25,1836.5,petrol,85782,85782,2972,105978
Mazda,323,17.34,4.75,70.92,1683.61,petrol,57583,57583,5129,100596
Citroen,Xantia,24.84,4.76,84.93,1982.76,petrol,76796,76796,4154,99395
Citroen,ZX,16.06,4.92,67.0,1703.15,petrol,61050,61050,5027,98581
Citroen,AX,10.83,5.0,45.0,1242.0,petrol,40714,40714,4659,91203
Seat,Ibiza,19.94,5.65,76.32,1205.19,petrol,42227,42227,4106,86150
Skoda,Fabia,19.01,5.21,66.97,1292.35,petrol,45819,45819,3996,82606
Toyota,RAV4,43.55,1.35,137.77,2261.19,petrol,37297,37297,5889,82452
Ford,Galaxy,53.79,6.0,124.86,1855.0,diesel,54754,54754,3843,81193
Suzuki,Vitara,26.8,5.43,85.71,1310.0,petrol,40697,40697,5021,76944
Hyundai,Accent,14.29,4.6,75.4,1479.0,petrol,42174,42174,3484,76609
Mini,Cooper,31.39,6.71,111.0,1711.57,petrol,32281,32281,4482,74314
Mercedes,A,31.1,4.55,93.01,1699.12,petrol,30478,30478,4866,72018
Rover,75,39.35,5.0,98.05,1928.71,petrol,58756,58756,2427,70446
Fiat,Brava,17.22,4.89,70.0,1615.33,petrol,38828,38828,3520,67646
Skoda,Felicia,11.37,5.0,48.0,1518.0,petrol,39836,39836,3124,67585
Mazda,MX-5,37.47,5.86,103.43,1718.57,petrol,30033,30033,4524,67374
Audi,A3,36.22,6.47,94.33,1424.67,petrol,37962,37962,4219,65430
Volvo,440,20.28,4.11,72.85,1832.89,petrol,41868,41868,3180,62485
Rover,45,23.32,3.75,84.2,1853.9,petrol,46615,46615,1867,61346
Volvo,V70,50.96,6.18,135.29,1971.16,diesel,44580,44580,4074,59186
Volvo,S40,35.28,5.18,113.35,2106.5,petrol,42251,42251,3394,58878
Citroen,C3,22.9,5.41,75.65,1364.0,petrol,26082,26082,1936,58716
Volvo,V40,35.81,6.29,117.43,1921.47,petrol,38047,38047,3532,57317
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,44779,44779,2190,55577
Jaguar,XJ,137.57,8.0,223.55,2813.0,petrol,48200,48200,2169,55273
Skoda,Octavia,30.65,6.35,95.0,1136.69,petrol,42546,42546,2311,54393
Renault,19,16.29,4.8,57.87,1645.13,petrol,35626,35626,2543,54142
Audi,A6,82.06,7.73,199.73,2790.45,diesel,42182,42182,2932,52902
Toyota,Celica,31.53,5.17,109.67,1861.83,petrol,35478,35478,2802,52598
Saab,9-3X,49.29,6.0,145.0,1963.67,petrol,35734,35734,3383,52111
Mazda,626,20.72,4.72,81.38,1950.91,petrol,38330,38330,2341,50989
Ford,Puma,30.38,6.31,94.06,935.62,petrol,18340,18340,2842,50059
Ford,Orion,15.4,5.0,60.11,1593.11,petrol,35460,35460,1726,48749
Volkswagen,Beetle,33.25,6.17,112.75,1475.0,petrol,17217,17217,3106,48014
Audi,80,27.1,4.67,91.75,2247.33,petrol,36464,36464,2057,47467
Saab,900,37.01,4.59,114.68,2208.09,petrol,32739,32739,3045,46954
Renault,Espace,59.0,7.0,166.0,1798.0,petrol,32490,32490,2475,46895
Fiat,Seicento,8.17,5.0,40.0,1108.0,petrol,13178,13178,2015,42047
Subaru,Impreza,30.6,1.8,97.6,1757.6,petrol,32554,32554,1786,42004
Jaguar,XE,65.57,8.0,167.25,1998.0,petrol,33436,33436,1569,41783
Ford,Granada,18.85,4.08,87.08,2326.36,petrol,34938,34938,1185,41457
Mercedes,190,36.64,4.47,88.73,2284.13,petrol,31374,31374,2198,41340
Daewoo,Lanos,13.25,4.83,66.67,1506.5,petrol,20532,20532,2183,40287
MG,ZR,21.02,5.0,92.33,1729.33,petrol,23985,23985,1234,39713
Volvo,940,30.24,4.5,110.0,2316.0,petrol,29896,29896,2017,39389
Mercedes,CLK,72.8,6.21,166.32,3041.0,petrol,26502,26502,2210,39105
Fiat,Cinquecento,7.71,5.0,29.0,899.0,petrol,14078,14078,2186,38680
Volvo,850,36.38,4.5,125.71,2294.76,petrol,29670,29670,2010,38546
Peugeot,309,14.35,4.88,59.5,1642.88,petrol,25621,25621,1617,38343
Toyota,MR2,34.19,6.0,103.0,1794.0,petrol,25017,25017,1863,38197
Suzuki,Swift,19.09,3.73,68.91,1180.55,petrol,16993,16993,2586,37947
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,petrol,27233,27233,1693,37732
Jaguar,S-Type,66.59,5.74,172.32,2934.63,petrol,30966,30966,1519,36807
Volkswagen,Bora,25.4,4.65,78.85,1891.59,petrol,26489,26489,1663,36298
Audi,TT,64.59,6.78,178.56,2011.56,petrol,22571,22571,2387,36263
Fiat,Bravo,22.46,6.0,92.31,1466.31,petrol,19896,19896,1767,36115
Seat,Leon,32.94,6.35,114.82,1615.37,petrol,23699,23699,1793,34444
Mini,One,24.1,6.25,68.75,1498.25,petrol,11038,11038,2100,34230
Alfa-Romeo,156,32.9,5.33,116.29,2081.38,petrol,26254,26254,1480,33994
Saab,9000,41.62,4.6,125.36,2336.52,petrol,25643,25643,1708,32699
Rover,Mini,7.92,4.0,33.33,868.33,petrol,14595,14595,1479,32049
Saab,09-May,52.96,5.65,146.12,2031.47,petrol,24992,24992,1852,31209
Fiat,Uno,11.28,4.29,49.29,1337.71,petrol,16146,16146,1574,31133
Citroen,C5,34.91,5.6,104.23,1805.92,diesel,24943,24943,947,30124
Toyota,Starlet,11.39,4.14,53.0,1308.29,petrol,10547,10547,1584,29594
Suzuki,Wagon,9.86,5.0,50.0,1090.4,petrol,14853,14853,2331,29226
Volkswagen,Sharan,45.7,6.0,114.0,1854.2,diesel,19468,19468,1902,29134
Citroen,Berlingo,27.44,6.34,85.28,1452.0,diesel,19300,19300,940,28560
Mercedes,ML,77.42,7.0,188.33,2876.0,diesel,18957,18957,1550,28292
Fiat,Stilo,22.78,5.27,92.36,1837.36,petrol,18026,18026,853,27942
BMW,740i,115.53,8.0,250.0,2998.0,petrol,23845,23845,1283,27696
Nissan,Bluebird,14.44,4.9,64.2,1891.7,petrol,20821,20821,1012,27672
Ford,Fusion,19.38,4.86,61.27,1470.91,petrol,15751,15751,635,27446
Toyota,Previa,43.08,4.67,105.0,2239.67,petrol,17629,17629,1838,26834
Volkswagen,Lupo,13.88,4.75,47.75,1373.75,petrol,7728,7728,1509,25836
Mercedes,300,62.4,4.38,135.5,2972.31,petrol,19683,19683,1334,25304
Hyundai,Lantra,16.45,4.67,78.0,1741.0,petrol,16566,16566,1151,25194
Mercedes,SLK,61.86,6.83,184.17,2748.33,petrol,11440,11440,1928,24941
Fiat,Marea,20.12,4.88,79.88,1836.88,petrol,17320,17320,1064,24330
Daewoo,Nexia,12.48,4.67,58.67,1498.0,petrol,13844,13844,1225,23930
Mitsubishi,Colt,17.04,5.3,73.49,1374.05,petrol,10997,10997,1262,23830
Hyundai,Getz,13.64,4.71,69.0,1424.86,petrol,11716,11716,720,23532
Nissan,Terrano,37.02,4.74,97.58,2697.37,diesel,16457,16457,1025,23457
BMW,X5,113.27,8.0,246.33,2994.67,diesel,16677,16677,922,22453
Porsche,911,158.79,7.47,293.53,3005.4,petrol,19448,19448,957,22344
Ford,Scorpio,30.86,4.45,105.55,2458.91,petrol,18439,18439,789,22176
Renault,Scenic,32.06,5.96,89.35,1472.83,diesel,13598,13598,744,21827
Suzuki,Alto,9.56,4.6,50.0,996.0,petrol,8797,8797,2242,21771
Chrysler,Voyager,39.71,4.84,117.58,2719.84,diesel,14129,14129,999,21520
Subaru,Legacy,37.52,3.9,107.38,2084.38,petrol,15065,15065,1407,21482
Suzuki,Jimny,25.94,4.78,67.0,1372.67,petrol,8243,8243,1960,20582
Nissan,X-Trail,47.36,3.75,113.38,1774.81,diesel,14849,14849,829,20519
BMW,Z3,39.74,4.6,115.0,2234.4,petrol,10559,10559,1356,20137
Mazda,6,42.67,5.91,118.19,2095.19,petrol,15734,15734,693,20017
Fiat,Tipo,23.58,5.81,80.81,1446.12,diesel,11742,11742,1012,19608
Fiat,Panda,10.42,5.0,52.44,1095.78,petrol,9036,9036,864,19549
MG,TF,32.09,4.0,98.2,1754.4,petrol,8750,8750,1046,19438
Honda,Prelude,27.79,4.67,110.67,2050.33,petrol,13209,13209,956,18770
Skoda,Favorit,7.86,5.0,44.0,1289.0,petrol,12070,12070,730,18552
Porsche,Boxster,83.5,6.5,213.5,3071.0,petrol,13714,13714,1195,18309
Kia,Rio,22.96,6.29,80.0,998.0,petrol,11439,11439,571,18150
Seat,Toledo,20.37,5.64,74.21,1324.36,petrol,13361,13361,635,17618
Citroen,C2,15.14,5.0,64.0,1382.75,petrol,8218,8218,426,17556
Mercedes,Sprinter,43.07,6.25,104.2,2222.71,diesel,14758,14758,1140,17492
Seat,Alhambra,49.82,6.0,115.83,1746.94,petrol,11602,11602,1198,17412
Alfa-Romeo,147,25.34,5.19,95.1,1802.77,petrol,10291,10291,897,17217
Seat,Arosa,13.7,4.82,47.45,1384.0,petrol,6040,6040,778,17001
Mitsubishi,Galant,25.08,4.53,93.6,2127.33,petrol,13339,13339,667,16890
Volvo,S60,52.08,8.0,223.83,1969.0,petrol,13573,13573,970,16718
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,10436,10436,997,16463
Chrysler,Neon,19.72,4.0,98.0,1995.0,petrol,10661,10661,805,16319
Volvo,460,20.5,4.14,72.43,1824.43,petrol,11437,11437,748,16251
Ford,Maverick,29.15,5.0,89.0,2526.5,petrol,11373,11373,605,16217
Kia,Pride,9.36,4.33,47.0,1324.0,petrol,7121,7121,770,15722
Suzuki,Ignis,19.45,3.57,61.0,1197.0,petrol,7633,7633,1377,15700
Honda,Concerto,16.67,4.5,74.0,1541.5,petrol,9691,9691,912,15516
BMW,M3,135.11,6.5,309.0,3999.0,petrol,13331,13331,556,15335
Jaguar,XK,145.65,6.0,283.0,5000.0,petrol,12167,12167,689,14817
Volvo,S80,50.94,6.27,138.28,1986.77,diesel,12404,12404,808,14758
Honda,HR-V,32.72,3.6,96.0,1498.0,petrol,7667,7667,737,14615
Nissan,Serena,22.95,5.0,67.33,1908.17,petrol,9644,9644,794,14415
Renault,21,20.35,4.79,67.68,1996.68,petrol,10635,10635,618,14183
Audi,A2,23.05,5.0,55.0,1406.0,petrol,6741,6741,922,14173
Chrysler,PT,29.88,4.74,109.11,2238.63,petrol,8332,8332,648,13800
Audi,100,37.33,4.76,101.12,2349.08,petrol,10774,10774,597,13491
Mitsubishi,Space,23.17,3.95,82.16,1817.32,petrol,8689,8689,531,13478
Land-Rover,Range,107.67,8.28,196.34,2521.09,diesel,11707,11707,395,13439
Suzuki,Baleno,17.59,4.08,73.08,1363.5,petrol,7718,7718,646,12929
Fiat,Multipla,25.21,5.0,80.5,1753.0,petrol,7430,7430,693,12420
Toyota,Camry,30.01,3.2,115.47,2245.6,petrol,9726,9726,629,12324
Ford,Cougar,32.12,4.67,115.33,2362.0,petrol,9051,9051,458,12277
Seat,Cordoba,17.31,4.97,66.35,1655.74,petrol,7969,7969,546,12272
Mercedes,SLS,264.68,7.0,420.0,6208.0,petrol,9054,9054,625,12155
Ford,Probe,24.84,5.0,102.0,2244.0,petrol,9082,9082,487,12095
MG,ZT,42.75,5.0,128.5,2548.83,petrol,10196,10196,327,12028
Renault,Kangoo,18.77,4.86,67.02,1391.02,diesel,6938,6938,617,11815
Hyundai,Santa,44.14,6.55,144.64,2242.64,diesel,8096,8096,346,11643
Daewoo,Espero,16.8,4.5,71.0,1764.0,petrol,8513,8513,490,11491
Daewoo,Leganza,23.24,4.5,98.0,1998.0,petrol,7958,7958,456,10397
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,5964,5964,394,9867
Mazda,Demio,14.78,4.8,51.4,1428.4,petrol,4389,4389,452,9413
Ford,Streetka,26.0,5.0,70.0,1597.0,petrol,1799,1799,340,9361
Mazda,MX-3,22.13,5.0,83.0,1721.5,petrol,4832,4832,539,9170
Volvo,C70,52.2,5.31,126.5,2323.94,petrol,6290,6290,540,9158
Volkswagen,Vento,18.17,4.69,70.31,1932.15,petrol,6316,6316,390,8779
Mazda,Premacy,23.22,4.91,82.0,1938.0,petrol,5460,5460,338,8449
Hyundai,Matrix,18.51,4.6,76.0,1599.0,petrol,5466,5466,202,8437
Fiat,Ulysse,36.7,4.88,91.75,2019.75,petrol,5764,5764,385,8352
Toyota,Picnic,25.3,4.5,94.0,1998.0,petrol,5194,5194,596,8271
Kia,Shuma,15.16,4.67,75.0,1594.0,petrol,5661,5661,316,8228
Peugeot,806,29.57,5.0,84.0,1997.14,diesel,5705,5705,430,8199
Kia,Carens,31.2,6.0,105.88,1755.75,petrol,5716,5716,192,8089
Lotus,Elise,53.79,6.0,134.33,1730.0,petrol,6879,6879,329,8049
Volvo,XC90,85.83,8.0,213.15,1969.0,petrol,5260,5260,538,7972
Volkswagen,Jetta,31.31,6.26,96.93,1587.22,petrol,5795,5795,307,7957
